"Ean","Quofi","Quofi-Titel","_type"
"8714186457702","52.20","Intersteel deurgreep T-vorm - 600 mm - Ø 25 mm - RVS geborsteld","dict"
"8714186457719","104.50","Intersteel deurgrepen T-vorm - 600 mm - Ø 25 mm - RVS geborsteld","dict"
"8714186457726","64.55","Intersteel deurgreep T-vorm - 1000 mm - Ø 25 mm - RVS geborsteld","dict"
"8714186457733","129.20","Intersteel deurgrepen T-vorm - 1000 mm - Ø 25 mm - RVS geborsteld","dict"
"8714186334249","83.56","Intersteel deurgreep T-vorm - 1200 mm - Ø 25mm - RVS geborsteld","dict"
"8714186334263","167.20","Intersteel deurgrepen T-vorm - 1200 mm - Ø 25 mm - RVS geborsteld","dict"
"8714186464878","42.70","Intersteel deurgreep T-vorm - 300 mm - Ø 30 mm - RVS geborsteld","dict"
"8714186464915","43.66","Intersteel deurgreep T-vorm - 350 mm - Ø 30 mm - RVS geborsteld","dict"
"8714186464892","85.45","Intersteel deurgrepen T-vorm - 300 mm - Ø 30 mm - RVS geborsteld","dict"
"8714186464953","98.80","Intersteel deurgrepen T-vorm - 400 mm - Ø 30 mm - RVS geborsteld","dict"
"8714186464946","49.34","Intersteel deurgreep T-vorm - 400 mm - Ø 30 mm - RVS geborsteld","dict"
"8714186464922","87.35","Intersteel deurgrepen T-vorm - 350 mm - Ø 30 mm - RVS geborsteld","dict"
"8714186464960","51.26","Intersteel deurgreep T-vorm - 500 mm - Ø 30 mm - RVS geborsteld","dict"
"8714186464977","102.61","Intersteel deurgrepen T-vorm - 500 mm - Ø 30 mm - RVS geborsteld","dict"
"8714186464984","55.06","Intersteel deurgreep T-vorm - 600 mm - Ø 30 mm - RVS geborsteld","dict"
"8714186464991","110.21","Intersteel deurgrepen T-vorm - 600 mm - Ø 30 mm - RVS geborsteld","dict"
"8714186465004","62.65","Intersteel deurgreep T-vorm - 700 mm - Ø 30 mm - RVS geborsteld","dict"
"8714186465011","125.40","Intersteel deurgrepen T-vorm - 700 mm - Ø 30 mm - RVS geborsteld","dict"
"8714186465028","69.31","Intersteel deurgreep T-vorm - 800 mm - Ø 30 mm - RVS geborsteld","dict"
"8714186465035","138.70","Intersteel deurgrepen T-vorm - 800 mm - Ø30 mm - RVS geborsteld","dict"
"8714186465042","73.11","Intersteel deurgreep T-vorm - 1000 mm - Ø 30 mm - RVS geborsteld","dict"
"8714186465059","146.30","Intersteel deurgrepen T-vorm - 1000 mm - Ø 30 mm - RVS geborsteld","dict"
"8714186465066","79.75","Intersteel deurgreep T-vorm - 1200 mm - Ø 30 mm - RVS geborsteld","dict"
"8714186465073","159.60","Intersteel deurgrepen T-vorm - 1200 mm - Ø 30 mm - RVS geborsteld","dict"
"8714186334386","64.55","Intersteel deurgreep T-schuin - 700 mm - Ø 25 mm - RVS geborsteld","dict"
"8714186334393","129.20","Intersteel deurgrepen T-schuin - 700 mm - Ø 25 mm - RVS geborsteld","dict"
"8714186334409","57.90","Intersteel deurgreep T-schuin - 500 mm - Ø 30 mm - RVS geborsteld","dict"
"8714186334416","115.91","Intersteel deurgrepen T-schuin - 500 mm - Ø 30 mm - RVS geborsteld","dict"
"8714186465103","66.45","Intersteel deurgreep T-schuin - 600 mm - Ø 30 mm - RVS geborsteld","dict"
"8714186465141","133.00","Intersteel deurgrepen T-schuin - 600 mm - Ø 30 mm - RVS geborsteld","dict"
"8714186334461","23.09","Intersteel deurgreep U-vorm - 220 mm - Ø 20 mm - RVS geborsteld","dict"
"8714186334485","46.50","Intersteel deurgrepen U-vorm - 220 mm - Ø 20 mm - RVS geborsteld","dict"
"8714186334492","24.47","Intersteel deurgreep U-vorm - 320 mm - Ø 20 mm - RVS geborsteld","dict"
"8714186334515","48.92","Intersteel deurgrepen U-vorm - 320 mm Ø 20 mm - RVS geborsteld","dict"
"8714186334522","32.63","Intersteel deurgreep U-vorm - 325 mm - Ø 25 mm - RVS geborsteld","dict"
"8714186334546","65.50","Intersteel deurgrepen U-vorm - 325 mm - Ø 25 mm - RVS geborsteld","dict"
"8714186334553","37.52","Intersteel deurgreep U-vorm - 425 mm - Ø 25 mm - RVS geborsteld","dict"
"8714186334577","75.06","Intersteel deurgrepen U-vorm - 425 mm - Ø 25 mm - RVS geborsteld","dict"
"8714186458020","31.59","Intersteel deurgreep U-vorm - 225 mm -  Ø 25 mm - RVS geborsteld","dict"
"8714186458037","63.17","Intersteel deurgrepen U-vorm - 225 mm - Ø 25 mm - RVS geborsteld","dict"
"8714186458051","36.71","Intersteel deurgreep U-vorm - 375 mm - Ø 25 mm - RVS geborsteld","dict"
"8714186334690","60.75","Intersteel deurgrepen recht 90° - 320 mm - Ø 20 mm - RVS geborsteld","dict"
"8714186458068","74.05","Intersteel deurgrepen U-vorm - 375 mm - Ø 25 mm - RVS geborsteld","dict"
"8714186458044","56.00","Intersteel deurgrepen recht 90° - 220 mm - Ø 20 mm - RVS geborsteld","dict"
"8714186334676","30.35","Intersteel deurgreep recht 90° - 320 mm - Ø 20 mm - RVS geborsteld","dict"
"8714186458013","28.02","Intersteel deurgreep recht 90° - 220 mm - Ø 20 mm - RVS geborsteld","dict"
"8714186334706","31.59","Intersteel deurgreep recht 90° - 325 mm - Ø 25mm - RVS geborsteld","dict"
"8714186334720","63.60","Intersteel deurgrepen recht 90° - 325 mm -  Ø 25 mm - RVS geborsteld","dict"
"8714186458075","36.71","Intersteel deurgreep recht 90° - 375 mm - Ø 25 mm - RVS geborsteld","dict"
"8714186458082","74.05","Intersteel deurgrepen recht 90° - 375 mm - Ø 25 mm - RVS geborsteld","dict"
"8714186458099","38.90","Intersteel deurgreep recht 90° - 425 mm - Ø 25 mm - RVS geborsteld","dict"
"8714186458105","77.85","Intersteel deurgrepen recht 90° - 425 mm - Ø 25 mm - RVS geborsteld","dict"
"8714186458341","71.20","Intersteel deurgreep D-model - 325 mm -  Ø 25 mm - RVS geborsteld","dict"
"8714186458358","141.55","Intersteel deurgrepen D-model - 325 mm -  Ø 25 mm - RVS geborsteld","dict"
"8714186458365","73.11","Intersteel deurgreep D-model - 375 mm - Ø 25 mm - RVS geborsteld","dict"
"8714186458396","146.30","Intersteel deurgrepen D-model - 375 mm - Ø 25 mm - RVS geborsteld","dict"
"8714186458402","79.75","Intersteel deurgreep D-model - 330 mm - Ø 30 mm - RVS geborsteld","dict"
"8714186458419","159.60","Intersteel deurgrepen D-model - 330 mm - Ø 30 mm - RVS geborsteld","dict"
"8714186458426","80.71","Intersteel deurgreep D-model - 380 mm - Ø 30 mm - RVS geborsteld","dict"
"8714186458433","161.51","Intersteel deurgrepen D-model - 380 mm - Ø 30 mm - RVS geborsteld","dict"
"8714186458440","100.70","Intersteel deurgreep D-model - 630 mm - Ø 30 mm - RVS geborsteld","dict"
"8714186458457","201.40","Intersteel deurgrepen D-model - 630 mm - Ø 30 mm - RVS geborsteld","dict"
"8714186465172","40.81","Intersteel deurgreep recht 90° - 330 mm - Ø 30 mm - RVS geborsteld","dict"
"8714186465189","81.65","Intersteel deurgrepen recht 90° - 330 mm -  Ø 30 mm - RVS geborsteld","dict"
"8714186465202","46.94","Intersteel deurgreep recht 90° - 380 mm -  Ø 30 mm - RVS geborsteld","dict"
"8714186465226","94.00","Intersteel deurgrepen recht 90° - 380 mm -  Ø 30 mm - RVS geborsteld","dict"
"8714186465233","54.11","Intersteel deurgreep recht 90° - 430 mm -  Ø 30 mm - RVS geborsteld","dict"
"8714186465240","108.30","Intersteel deurgrepen recht 90° - 430 mm -  Ø 30 mm - RVS geborsteld","dict"
"8714186465257","63.60","Intersteel deurgreep recht 90° - 630 mm - Ø 30 mm - RVS geborsteld","dict"
"8714186465264","127.29","Intersteel deurgrepen recht 90° - 630 mm -  Ø 30 mm - RVS geborsteld","dict"
"8714186465370","39.86","Intersteel deurgreep U-vorm - 280 mm - Ø 30 mm - RVS geborsteld","dict"
"8714186465387","79.75","Intersteel deurgrepen U-vorm - 280 mm - Ø 30 mm - RVS geborsteld","dict"
"8714186465394","40.81","Intersteel deurgreep U-vorm - 330 mm - Ø 30 mm - RVS geborsteld","dict"
"8714186465400","81.65","Intersteel deurgrepen U-vorm - 330 mm - Ø 30 mm - RVS geborsteld","dict"
"8714186465424","46.94","Intersteel deurgreep U-vorm - 380 mm - Ø 30 mm - RVS geborsteld","dict"
"8714186465431","94.00","Intersteel deurgrepen U-vorm - 380 mm - Ø 30 mm - RVS geborsteld","dict"
"8714186465448","47.46","Intersteel deurgreep U-vorm - 430 mm - Ø 30 mm - RVS geborsteld","dict"
"8714186465455","94.95","Intersteel deurgrepen U-vorm - 430 mm - Ø 30 mm - RVS geborsteld","dict"
"8714186465462","56.95","Intersteel deurgreep U-vorm - 630 mm - Ø 30 mm - RVS geborsteld","dict"
"8714186465479","113.99","Intersteel deurgrepen U-vorm - 630 mm - Ø 30 mm - RVS geborsteld","dict"
"8714186354599","3.32","Intersteel drukverdeel rozet - tbv deurgrepen - Ø 25 mm - RVS geborsteld","dict"
"8714186354605","3.59","Intersteel drukverdeel rozet - tbv deurgrepen - Ø 32 mm - RVS geborsteld","dict"
"8714186354612","4.26","Intersteel drukverdeel rozet - tbv deurgrepen T-schuin - Ø 40 mm - RVS geborsteld","dict"
"8714186053447","7.78","Intersteel deurstop - vloermontage - Ø 30 mm - RVS geborsteld","dict"
"8714186127032","6.10","Intersteel deurstop halve bolrond - vloermontage - Ø 44 mm - RVS geborsteld","dict"
"8714186071625","6.74","Intersteel deurstop bol - Ø 65 mm - met nokken - RVS geborsteld","dict"
"8714186127025","9.50","Intersteel deurstop vierkant - vloermontage - 56x30 mm - RVS geborsteld","dict"
"8714186072127","11.16","Intersteel deurstop afgerond - wandmontage - Ø 34x78 mm - RVS geborsteld","dict"
"8714186082409","6.79","Intersteel deurstop kort - wandmontage - Ø 22x30 mm - RVS geborsteld","dict"
"8714186053454","8.28","Intersteel deurstop - wandmontage - Ø 22x80 mm - RVS geborsteld","dict"
"8714186369241","4.40","Intersteel deurstop - bol - wandmontage - ø 20 mm - RVS geborsteld","dict"
"8714186053461","9.50","Intersteel deurstop met rozet - wandmontage - Ø 22x89 mm - RVS geborsteld","dict"
"8714186126400","7.99","Intersteel deurstop Puck - vloermontage - 90x43 mm - RVS geborsteld","dict"
"8714186072141","35.10","Intersteel deurvastzetter - met voetrem groot - 180x36 mm - RVS geborsteld","dict"
"8714186072134","27.85","Intersteel deurvastzetter - met voetrem klein - 142x32 mm - RVS geborsteld","dict"
"8714186075289","8.54","Intersteel schuifdeurkom - Ø 54 mm - RVS","dict"
"8714186075302","14.21","Intersteel schuifdeurkom - Ø 84 mm - RVS","dict"
"8714186075326","8.54","Intersteel schuifdeurkom - 4-kant - 34/55 mm - RVS geborsteld","dict"
"8714186075340","14.21","Intersteel schuifdeurkom - 4-kant - 52/85 mm - RVS geborsteld","dict"
"8714186097120","10.41","Intersteel schuifdeurkom ovaal - 120x40 mm - RVS geborsteld","dict"
"8714186104644","10.41","Intersteel schuifdeurkom ovaal - 120x40 mm - RVS geborsteld","dict"
"8714186167731","17.05","Intersteel schuifdeurkom - rechthoekig - 170x50 mm - blind - RVS","dict"
"8714186097137","10.41","Intersteel schuifdeurkom recht - 120x40 mm - RVS geborsteld","dict"
"8714186104651","10.41","Intersteel schuifdeurkom recht - 120x40 mm - RVS geborsteld","dict"
"8714186083918","244.15","Intersteel hef-/schuifdeurbeslag - blind - recht - RVS geborsteld","dict"
"8714186083932","244.15","Intersteel hef-/schuifdeurbeslag - met profielcilindergat - recht - RVS geborsteld","dict"
"8714186080870","254.61","Intersteel hef-/schuifdeurbeslag - blind - RVS geborsteld","dict"
"8714186080887","254.61","Intersteel hef-/schuifdeurbeslag - met profielcilindergat - rond - RVS geborsteld","dict"
"8714186083925","264.09","Intersteel hef-/schuifdeurbeslag - hoek - blind - RVS geborsteld","dict"
"8714186083949","264.09","Intersteel hef-/schuifdeurbeslag - met profielcilindergat - hoek - RVS geborsteld","dict"
"8714186040126","23.70","Intersteel kantschuif - 25 x 150 mm - RVS geborsteld","dict"
"8714186040133","27.50","Intersteel kantschuif - 25 x 200 mm - RVS geborsteld","dict"
"8714186040140","33.20","Intersteel kantschuif - 25 x 250 mm - RVS geborsteld","dict"
"8714186040157","37.96","Intersteel kantschuif - 25x300 mm - RVS geborsteld","dict"
"8714186080276","47.46","Intersteel kantschuif - 25 x 400 mm - RVS geborsteld","dict"
"8714186080290","56.95","Intersteel kantschuif - 25 x 600 mm - RVS geborsteld","dict"
"8714186060254","18.96","Intersteel sierhuls - recht - RVS geborsteld","dict"
"8714186091135","7.31","Intersteel pictogram herentoilet - zelfklevend - Ø 76 mm - RVS geborsteld","dict"
"8714186091128","7.31","Intersteel pictogram damestoilet - zelfklevend - Ø 76 mm - RVS geborsteld","dict"
"8714186091111","7.31","Intersteel pictogram dames en heren - zelfklevend - Ø 76 mm - RVS geborsteld","dict"
"8714186091142","7.31","Intersteel pictogram toilet mindervalide - zelfklevend - Ø 76 mm - RVS geborsteld","dict"
"8714186126950","7.31","Intersteel pictogram herentoilet - zelfklevend - 76x76 mm - RVS geborsteld","dict"
"8714186126998","7.31","Intersteel pictogram toilet mindervalide - zelfklevend - 76x76 mm - RVS geborsteld","dict"
"8714186126974","7.31","Intersteel pictogram dames en heren - zelfklevend - 76x76 mm - RVS geborsteld","dict"
"8714186126967","7.31","Intersteel pictogram damestoilet - zelfklevend - 76x76 mm - RVS geborsteld","dict"
"8714186039939","9.01","Intersteel kogellagerscharnier - 76x76x2,5 mm - tot 50 kg - recht - RVS geborsteld","dict"
"8714186039946","9.50","Intersteel kogellagerscharnier - 89x89x2,5 mm - tot 70 kg - recht - RVS geborsteld","dict"
"8714186112670","11.36","Intersteel kogellagerscharnier - SKG*** - 89x89 mm - tot 80 kg - recht - RVS geborsteld","dict"
"8714186039960","9.01","Intersteel kogellagerscharnier - 76x76 mm - tot 50 kg - afgerond - RVS geborsteld","dict"
"8714186183632","8.49","Intersteel kogellagerscharnier - tot 70 kg - afgerond - RVS geborsteld","dict"
"8714186112687","11.36","Intersteel kogellagerscharnier - SKG*** - 89x89 mm - tot 80 kg - afgerond - RVS geborsteld","dict"
"8714186039984","13.25","Intersteel kogellagerscharnier - 102x102 mm - tot 100 kg - afgerond - RVS geborsteld","dict"
"8714186127339","14.21","Intersteel kogelstift paumelles - 89x89x3 mm - DIN rechts - afgerond - RVS geborsteld","dict"
"8714186127346","14.21","Intersteel kogelstift paumelles - 89x89x3 mm - DIN links - afgerond - RVS geborsteld","dict"
"8714186127353","10.41","Intersteel paumelles - 89x89x2,5 mm - DIN rechts - afgerond - RVS","dict"
"8714186127360","10.41","Intersteel paumelles - 89x89x2,5 mm - DIN links - afgerond - RVS","dict"
"8714186127063","37.72","Intersteel deurplaat - 80x330 mm - RVS geborsteld","dict"
"8714186127070","40.81","Intersteel deurplaat - 80x475 mm - RVS geborsteld","dict"
"8714186127087","49.34","Intersteel deurplaat - 80x650 mm - RVS geborsteld","dict"
"8714186127094","88.31","Intersteel deurplaat - 200x900 mm - RVS geborsteld","dict"
"8714186142585","71.20","Intersteel schuifdeurkom tbv glasdeur - Ø 79 mm - RVS geborsteld","dict"
"8714186289341","37.75","Intersteel kierstandhouder Curve - binnendraaiend - RVS geborsteld","dict"
"8714186303719","48.56","Intersteel kierstandhouder Curve - buitendraaiend - RVS geborsteld","dict"
"8714186326794","18.96","Intersteel opvulblok kierstandhouder - RVS geborsteld","dict"
"8714186112649","40.81","Intersteel raamkruk - L-vorm - 7 mm stift - RVS","dict"
"8714186112632","40.81","Intersteel raamkruk - T-vorm - 7 mm stift - RVS","dict"
"8714186366660","50.30","Intersteel raamkruk - SKG** - recht - afsluitbaar - RVS geborsteld","dict"
"8714186366677","50.30","Intersteel raamkruk - SKG** - rond - afsluitbaar - RVS geborsteld","dict"
"8714186366684","50.30","Intersteel raamkruk - SKG** - hoek 90° - afsluitbaar - RVS geborsteld","dict"
"8714186434307","55.06","Intersteel afsluitbare raamkruk met rozet - Recht - SKG3*** - ovaal - RVS geborsteld","dict"
"8714186434314","55.06","Intersteel afsluitbare raamkruk met rozet - Rond - SKG3*** - ovaal - RVS geborsteld","dict"
"8714186434321","55.06","Intersteel afsluitbare raamkruk met rozet - Hoek 90° - SKG3*** - ovaal - RVS geborsteld","dict"
"8714186058152","23.70","Intersteel raamkruk - recht - RVS","dict"
"8714186058169","24.66","Intersteel raamkruk - hoek 90° - RVS","dict"
"8714186093276","26.56","Intersteel raamkruk - Jupiter - RVS geborsteld","dict"
"8714186082249","9.50","Intersteel kapstokhaak - gebogen - 135 mm - RVS geborsteld","dict"
"8714186082232","5.31","Intersteel kapstokhaak - gebogen - RVS geborsteld","dict"
"8714186082256","8.63","Intersteel projecthaak - gebogen - RVS","dict"
"8714186060292","11.16","Intersteel kapstokhaak - recht - RVS geborsteld","dict"
"8714186060322","10.16","Intersteel kapstokhaak - recht - RVS geborsteld","dict"
"8714186350003","9.21","Intersteel kapstokhaak - rond - RVS geborsteld","dict"
"8714186394700","10.21","Intersteel dubbele jashaak met rond rozet - RVS geborsteld","dict"
"8714186394717","11.16","Intersteel hoed-/jashaak - RVS geborsteld","dict"
"8714186060339","10.16","Intersteel jashaak - 56 mm - RVS geborsteld","dict"
"8714186060353","8.17","Intersteel kapstokhaak - scheepsmodel - enkel - RVS","dict"
"8714186405307","10.21","Intersteel hoed-/jashaak - ovaal - RVS geborsteld","dict"
"8714186405338","8.74","Intersteel kapstokhaak - ovaal - RVS geborsteld","dict"
"8714186104149","20.38","Intersteel leuninghouder - gebogen - rond - hol zadel - opschroevend - RVS geborsteld","dict"
"8714186047798","20.38","Intersteel leuninghouder - gebogen - rond - hol zadel - RVS geborsteld","dict"
"8714186108048","30.35","Intersteel leuninghouder - zwaar - vierkant - hol - RVS geborsteld","dict"
"8714186108055","30.35","Intersteel leuninghouder - zwaar - vierkant - vlak zadel - RVS geborsteld","dict"
"8714186108024","20.85","Intersteel leuninghouder - gebogen - vierkant - hol zadel - RVS geborsteld","dict"
"8714186108031","20.85","Intersteel leuninghouder - gebogen - vierkant -vlak zadel - RVS geborsteld","dict"
"8714186047781","28.45","Intersteel leuninghouder - zwaar-taps - hol zadel - RVS geborsteld","dict"
"8714186047811","28.45","Intersteel leuninghouder - zwaar-taps - vlak zadel - RVS geborsteld","dict"
"8714186042465","28.45","Intersteel leuninghouder - zwaar - hol zadel - RVS geborsteld","dict"
"8714186047804","28.45","Intersteel leuninghouder - zwaar - vlak zadel - RVS geborsteld","dict"
"8714186122211","25.60","Intersteel leuninghouder - gebogen - opschroevend hol zadel - RVS geborsteld","dict"
"8714186122228","25.60","Intersteel leuninghouder - gebogen - opschroevend - vlak zadel - RVS geborsteld","dict"
"8714186139479","12.05","Intersteel leuninghouder - gebogen - hol zadel - RVS geborsteld","dict"
"8714186410127","12.73","Intersteel leuninghouder - gebogen - vlak zadel - RVS geborsteld","dict"
"8714186061398","172.90","Intersteel garderobe rek - met 6 kledinghangers - 100 cm - RVS","dict"
"8714186061411","122.55","Intersteel garderobe steun - met 3 kledinghangers - RVS geborsteld","dict"
"8714186062326","21.38","Intersteel kledinghanger - RVS geborsteld","dict"
"8714186078143","24.47","Intersteel kledinghanger - dicht oog - RVS geborsteld","dict"
"8714186154656","23.70","Intersteel kapstok - 5 haken - RVS geborsteld","dict"
"8714186304846","36.52","Intersteel kapstok - 9 haken - RVS geborsteld","dict"
"8714186471999","111.15","Intersteel deurkruk met rozet - Moors No.3 - vierkant - RVS gepolijst","dict"
"8714186472026","111.15","Intersteel deurkruk met rozet - Moors No.3 - vierkant - RVS gepolijst/zwart","dict"
"8714186472019","111.15","Intersteel deurkruk met rozet - Moors No.1 - vierkant - RVS gepolijst","dict"
"8714186472033","111.15","Intersteel deurkruk met rozet - Moors No.1 - vierkant - RVS gepolijst/zwart","dict"
"8714186472750","111.15","Intersteel deurkruk met rozet - Moors No.5 - vierkant - RVS gepolijst/zwart","dict"
"8714186472767","111.15","Intersteel deurkruk met rozet - Moors No.2 - rond - ø 52x5 mm - RVS gepolijst","dict"
"8714186472774","111.15","Intersteel deurkruk met rozet - Moors No.2 - rond - ø 52x5 mm - RVS gepolijst/zwart","dict"
"8714186472781","111.15","Intersteel deurkruk met rozet - Moors No.4 - rond - ø 52x5 mm - RVS gepolijst","dict"
"8714186400364","66.45","Intersteel deurkruk met rozet - Solid Fusion - RVS gepolijst","dict"
"8714186400425","85.45","Intersteel deurkruk met rozet - Elegant Fusion - RVS gepolijst","dict"
"8714186307052","5.69","Intersteel rozet met profielcilindergat - rond - plat - verdekt - RVS gepolijst","dict"
"8714186307045","5.69","Intersteel rozet met sleutelgat - rond - plat - verdekt - RVS gepolijst","dict"
"8714186306604","33.20","Intersteel toilet-/badkamersluiting met rond rozet - verdekt - design olive - RVS gepolijst","dict"
"8714186307090","7.59","Intersteel rozet met sleutelgat - vierkant - RVS gepolijst","dict"
"8714186307106","7.59","Intersteel rozet - met profielcilindergat - vierkant - plat - RVS gepolijst","dict"
"8714186307113","33.20","Intersteel toilet-/badkamersluiting met vierkant rozet - verdekt - design olive - RVS gepolijst","dict"
"8714186403297","6.64","Intersteel rozet met sleutelgat - RVS gepolijst","dict"
"8714186403303","6.64","Intersteel rozet met profielcilindergat - RVS gepolijst","dict"
"8714186407752","6.64","Intersteel rozet blind - RVS gepolijst","dict"
"8714186403310","31.30","Intersteel toilet-/badkamersluiting met rozet - RVS gepolijst","dict"
"8714186143261","18.00","Intersteel kogellagerscharnier - 89x89x2,5 mm - tot 70 kg - afgerond - RVS gepolijst","dict"
"8714186303375","43.66","Intersteel kierstandhouder Curve - binnendraaiend - RVS gepolijst","dict"
"8714186043981","80.71","Intersteel deurkruk met rozet - Peer - smeedijzer zwart","dict"
"8714186043820","10.21","Intersteel sleutelplaatje - rond - zwart","dict"
"8714186043837","10.21","Intersteel rozet met profielcilindergat - rond - smeedijzer - zwart","dict"
"8714186043844","51.26","Intersteel toilet-/badkamersluiting met rond rozet - Ø 48,5 mm - smeedijzer zwart","dict"
"8714186145531","94.95","Intersteel deurkruk met rozet - Sigaar - rond - Sunset (PVD)","dict"
"8714186146514","10.41","Intersteel sleutelplaatje - rond - Sunset (PVD)","dict"
"8714186146569","10.41","Intersteel rozet met profielcilindergat - messing titaan PVD","dict"
"8714186149546","56.95","Intersteel toilet-/badkamersluiting - rond - Sunset (PVD)","dict"
"8714186327579","173.85","Intersteel veiligheidsrozet - met kerntrek beveiliging - sunset","dict"
"8714186507728","56.95","Intersteel veiligheidsrozet - SKG*** - voor oplegsloten - met kerntrekbeveiliging - messing titaan","dict"
"8714186327524","417.05","Intersteel veiligheidsbeslag greep/kruk - SKG*** met kerntrekbeveiliging - PC 72 - Sunset","dict"
"8714186327555","407.55","Intersteel veiligheidsbeslag kruk/kruk - SKG*** met kerntrekbeveiliging - PC 72 - Sunset messing PVD","dict"
"8714186153505","121.61","Intersteel voordeurknop - zwaar - 80/75 mm - sunset","dict"
"8714186153024","37.96","Intersteel beldrukker - ovaal - 65x30 mm - sunset","dict"
"8714186153895","167.20","Intersteel briefplaat - ovaal - met klep/regenrand - 340x80 mm - Sunset messing","dict"
"8714186146392","98.80","Intersteel deurkruk met rozet - Sigaar - rond - Night (PVD)","dict"
"8714186146552","10.41","Intersteel sleutelplaatje - rond - Night (PVD)","dict"
"8714186146606","10.41","Intersteel rozet met profielcilindergat - rond - Night (PVD)","dict"
"8714186149515","53.16","Intersteel toilet-/badkamersluiting - rond - Night (PVD)","dict"
"8714186041369","2.71","Intersteel kapstokhaak - aluminium","dict"
"8714186006030","1.98","Intersteel kapstokhaak - diagonaal - 40 mm - aluminium","dict"
"8714186041352","1.78","Intersteel jashaak - verticaal - 40 mm - aluminium","dict"
"8714186447697","60.75","Intersteel veiligheidsbeslag greep/kruk - SKG3*** met kerntrekbeveiliging - PC 55 - F1","dict"
"8714186447765","60.75","Intersteel veiligheidsbeslag kruk/kruk - SKG3*** met kerntrekbeveiliging - PC 72 - F1","dict"
"8714186447772","60.75","Intersteel veiligheidsbeslag kruk/kruk - SKG3*** met kerntrekbeveiliging - PC 55 - F1","dict"
"8714186447680","30.64","Intersteel rond veiligheidsrozet - SKG3*** - met kerntrekbeveiliging - aluminium","dict"
"8714186447758","60.75","Intersteel veiligheidsbeslag greep/kruk - SKG3*** met kerntrekbeveiliging - PC 72 - F1","dict"
"8714186456163","60.75","Intersteel veiligheidsbeslag smal greep/kruk - SKG*** met kerntrekbeveiliging - PC 92 mm - F1 zilverkleurig","dict"
"8714186456170","60.75","Intersteel veiligheidsbeslag smal kruk/kruk - SKG*** met kerntrekbeveiliging - PC 92 mm - F1 zilverkleurig","dict"
"8714186447802","14.21","Intersteel voordeurknop plat - ø 55 mm - éénzijdige montage - aluminium","dict"
"8714186289464","37.56","Intersteel postkast - SUMMUS - kunststof - afsluitbaar - zwart","dict"
"8714186289501","37.56","Intersteel postkast - SUMMUS - kunststof - afsluitbaar - grijs","dict"
"8714186289518","37.56","Intersteel postkast - SUMMUS - kunststof - afsluitbaar - zilver","dict"
"8714186289525","37.56","Intersteel postkast - SUMMUS - kunststof - afsluitbaar - groen","dict"
"8714186003640","35.10","Intersteel briefplaat - binnen/buiten bus - 305x70 mm - aluminium/kunststof","dict"
"8714186121221","5.69","Intersteel verhogingsschijf - 10 mm - tbv deurstop bol - zwart - kunststof","dict"
"8714186460375","63.60","Intersteel zamak scharnier - 3D verstelbaar - 160x32 mm - nikkel","dict"
"8714186460689","38.90","Intersteel zamak scharnier - 3D verstelbaar - 130x30 mm - nikkel","dict"
"8714186460696","45.56","Intersteel zamak scharnier - 3D verstelbaar - 130x30 mm - zilvergrijs","dict"
"8714186460702","52.20","Intersteel zamak scharnier - 3D verstelbaar - 130x30 mm - zwart","dict"
"8714186460344","28.45","Intersteel fiberglas scharnier - 3D verstelbaar - 130x30 mm - nikkel","dict"
"8714186508121","122.55","Intersteel taatsscharnier - tbv houten deur - 158x47x33 mm - rvs afdekkappen","dict"
"8714186389768","179.55","Intersteel deurdranger - met schaararm - DR 102 - grijs","dict"
"8714186389713","189.05","Intersteel deurdranger DR104 - met schaararm - sluitkracht 2-6 - grijs","dict"
"8714186389782","132.06","Intersteel deurdranger DR106 - met schaararm - sluitkracht 2-5 - grijs","dict"
"8714186389775","141.55","Intersteel deurdranger DR108 - met schaararm - sluitktracht 2-5 - grijs","dict"
"8714186391396","331.55","Intersteel deurdranger DR110 - met glijarm - sluitkracht 2-5 - grijs","dict"
"8714186395837","360.05","Intersteel deurdranger DR111 - met glijarm - sluitkracht 2-5 - grijs","dict"
"8714186391402","217.56","Intersteel deurdranger DR112 - met glijarm - sluitkracht 2-4 - grijs","dict"
"8714186395844","246.05","Intersteel deurdranger DR113 - met glijarm - sluitkracht 2-4 - grijs","dict"
"8714186391358","83.56","Intersteel deurdranger DR120 - met schaararm - sluitkracht 2-4 - zilvergrijs","dict"
"8714186391365","47.46","Intersteel deurdranger DR122 - met schaararm - sluitkracht 2-4 - zilvergrijs","dict"
"8714186494837","72.15","Intersteel deurdranger DR124 - met glijarm - sluitkracht 3 - zilvergrijs","dict"
"8714186002865","16.72","Intersteel tele-uitzetter - NM-bu - middel - 325 mm - grijs","dict"
"8714186002940","18.96","Intersteel tele-uitzetter - NM-bu - zwaar - 375 mm - grijs","dict"
"8714186058244","8.07","Intersteel krukstift - beide zijden hol 125mm - 0099.975204","dict"
"8714186058251","10.12","Intersteel krukstift - beide zijden hol 150mm - 0099.975205","dict"
"8714186078105","5.12","Intersteel wisselstift - keilboutbevestiging 8x60mm  - 0099.975530","dict"
"8714186078112","5.88","Intersteel wisselstift - keilboutbevestiging 8x80mm  - 0099.975531","dict"
